country_name,date,action_form
belgium,2015-07-03,demonstrations
belgium,2015-08-19,"confrontations, blockades"
belgium,2015-08-21,violent protest
belgium,2015-09-07,demonstrations
belgium,2015-09-07,violent protest
belgium,2015-09-07,"confrontations, blockades"
belgium,2015-09-15,other protest
belgium,2015-09-27,demonstrations
belgium,2015-10-07,violent protest
belgium,2015-10-07,"petitions, symbolic actions"
belgium,2015-10-07,demonstrations
belgium,2015-10-09,strikes
belgium,2015-10-10,demonstrations
belgium,2015-10-14,demonstrations
belgium,2015-10-15,demonstrations
belgium,2015-10-18,strikes
belgium,2015-10-26,violent protest
belgium,2015-11-18,demonstrations
belgium,2015-11-22,violent protest
belgium,2015-11-29,demonstrations
belgium,2015-12-06,demonstrations
bulgaria,2000-02-10,strikes
bulgaria,2000-03-10,demonstrations
bulgaria,2000-03-22,demonstrations
bulgaria,2000-03-24,demonstrations
bulgaria,2000-04-17,"petitions, symbolic actions"
bulgaria,2000-04-17,"confrontations, blockades"
bulgaria,2000-04-23,demonstrations
bulgaria,2000-05-01,demonstrations
bulgaria,2000-05-01,demonstrations
bulgaria,2000-05-02,strikes
bulgaria,2000-05-03,strikes
bulgaria,2000-05-04,strikes
bulgaria,2000-05-05,strikes
bulgaria,2000-05-06,strikes
bulgaria,2000-05-07,strikes
bulgaria,2000-06-07,strikes
bulgaria,2000-09-12,violent protest
bulgaria,2000-11-09,strikes
bulgaria,2000-11-11,demonstrations
bulgaria,2000-11-21,demonstrations
bulgaria,2000-11-26,demonstrations
bulgaria,2001-01-23,"petitions, symbolic actions"
bulgaria,2001-02-01,strikes
bulgaria,2001-02-02,demonstrations
bulgaria,2001-02-07,demonstrations
bulgaria,2001-02-08,demonstrations
bulgaria,2001-02-08,"petitions, symbolic actions"
bulgaria,2001-02-09,demonstrations
bulgaria,2001-02-14,violent protest
bulgaria,2001-02-18,strikes
bulgaria,2001-02-19,strikes
bulgaria,2001-02-19,demonstrations
bulgaria,2001-02-22,demonstrations
bulgaria,2001-02-23,"confrontations, blockades"
bulgaria,2001-02-27,strikes
bulgaria,2001-03-16,"confrontations, blockades"
bulgaria,2001-03-16,demonstrations
bulgaria,2001-03-22,other protest
bulgaria,2001-08-18,"confrontations, blockades"
bulgaria,2001-10-11,demonstrations
bulgaria,2001-11-01,demonstrations
bulgaria,2001-11-20,other protest
bulgaria,2001-11-20,demonstrations
bulgaria,2001-12-07,other protest
bulgaria,2002-02-01,demonstrations
bulgaria,2002-02-19,violent protest
bulgaria,2002-03-01,"confrontations, blockades"
bulgaria,2002-03-20,demonstrations
bulgaria,2002-03-20,strikes
bulgaria,2002-03-22,demonstrations
bulgaria,2002-04-01,"confrontations, blockades"
bulgaria,2002-04-03,other protest
bulgaria,2002-04-08,demonstrations
bulgaria,2002-04-11,"petitions, symbolic actions"
bulgaria,2002-04-11,demonstrations
bulgaria,2002-04-27,demonstrations
bulgaria,2002-05-01,demonstrations
bulgaria,2002-05-10,demonstrations
bulgaria,2002-05-23,demonstrations
bulgaria,2002-05-24,demonstrations
bulgaria,2002-05-24,demonstrations
bulgaria,2002-05-28,strikes
bulgaria,2002-05-29,strikes
bulgaria,2002-05-30,"confrontations, blockades"
bulgaria,2002-05-30,strikes
bulgaria,2002-06-19,strikes
bulgaria,2002-06-22,violent protest
bulgaria,2002-07-26,violent protest
bulgaria,2002-07-31,"petitions, symbolic actions"
bulgaria,2002-07-31,demonstrations
bulgaria,2002-07-31,"confrontations, blockades"
bulgaria,2002-08-01,"confrontations, blockades"
bulgaria,2002-08-02,"confrontations, blockades"
bulgaria,2002-08-09,demonstrations
bulgaria,2002-08-20,"confrontations, blockades"
bulgaria,2002-08-20,"petitions, symbolic actions"
bulgaria,2002-09-05,demonstrations
bulgaria,2002-09-22,other protest
bulgaria,2002-09-22,other protest
bulgaria,2002-09-23,"petitions, symbolic actions"
bulgaria,2002-10-11,violent protest
bulgaria,2002-11-01,demonstrations
bulgaria,2002-11-27,strikes
bulgaria,2002-12-02,demonstrations
bulgaria,2003-02-13,demonstrations
bulgaria,2003-02-14,demonstrations
bulgaria,2003-02-15,demonstrations
bulgaria,2003-02-15,demonstrations
bulgaria,2003-02-15,demonstrations
bulgaria,2003-02-16,demonstrations
bulgaria,2003-02-21,demonstrations
bulgaria,2003-02-21,other protest
bulgaria,2003-03-08,demonstrations
bulgaria,2003-03-08,demonstrations
bulgaria,2003-03-28,demonstrations
bulgaria,2003-03-30,demonstrations
bulgaria,2003-04-04,"petitions, symbolic actions"
bulgaria,2003-04-05,demonstrations
bulgaria,2003-04-10,strikes
bulgaria,2003-05-01,demonstrations
bulgaria,2003-07-01,violent protest
bulgaria,2003-09-23,demonstrations
bulgaria,2003-10-01,demonstrations
bulgaria,2003-11-13,demonstrations
bulgaria,2003-11-20,demonstrations
bulgaria,2003-11-27,demonstrations
bulgaria,2003-11-28,demonstrations
bulgaria,2003-12-03,"confrontations, blockades"
bulgaria,2003-12-04,demonstrations
bulgaria,2003-12-04,"confrontations, blockades"
bulgaria,2004-05-07,demonstrations
bulgaria,2004-05-13,other protest
bulgaria,2004-05-13,demonstrations
bulgaria,2004-05-13,demonstrations
bulgaria,2004-05-15,"petitions, symbolic actions"
bulgaria,2004-05-15,demonstrations
bulgaria,2004-06-03,"petitions, symbolic actions"
bulgaria,2004-07-21,other protest
bulgaria,2004-07-29,demonstrations
bulgaria,2004-09-14,demonstrations
bulgaria,2004-11-10,demonstrations
bulgaria,2004-11-18,demonstrations
bulgaria,2004-11-18,strikes
bulgaria,2004-11-20,strikes
bulgaria,2005-01-01,strikes
bulgaria,2005-01-01,"confrontations, blockades"
bulgaria,2005-01-01,violent protest
bulgaria,2005-01-01,strikes
bulgaria,2005-03-16,demonstrations
bulgaria,2005-05-28,demonstrations
bulgaria,2005-05-31,demonstrations
bulgaria,2005-06-01,violent protest
bulgaria,2005-07-08,demonstrations
bulgaria,2005-07-08,"confrontations, blockades"
bulgaria,2005-07-13,violent protest
bulgaria,2005-07-13,violent protest
bulgaria,2005-08-04,other protest
bulgaria,2005-08-24,demonstrations
bulgaria,2005-08-25,demonstrations
bulgaria,2005-08-25,demonstrations
bulgaria,2005-08-25,demonstrations
bulgaria,2005-08-25,demonstrations
bulgaria,2005-08-25,demonstrations
bulgaria,2005-08-25,demonstrations
bulgaria,2005-08-26,demonstrations
bulgaria,2005-09-01,demonstrations
bulgaria,2005-09-12,demonstrations
bulgaria,2005-09-21,"petitions, symbolic actions"
bulgaria,2005-11-16,demonstrations
bulgaria,2005-11-21,"petitions, symbolic actions"
bulgaria,2005-11-22,demonstrations
bulgaria,2005-11-25,strikes
bulgaria,2005-11-25,violent protest
bulgaria,2005-11-30,other protest
bulgaria,2005-11-30,strikes
bulgaria,2005-12-09,strikes
bulgaria,2005-12-12,strikes
bulgaria,2005-12-12,demonstrations
bulgaria,2005-12-12,strikes
bulgaria,2005-12-15,demonstrations
bulgaria,2005-12-15,"confrontations, blockades"
bulgaria,2006-01-27,strikes
bulgaria,2006-02-28,demonstrations
bulgaria,2006-03-03,demonstrations
bulgaria,2006-03-22,"petitions, symbolic actions"
bulgaria,2006-03-22,demonstrations
bulgaria,2006-03-31,demonstrations
bulgaria,2006-03-31,"petitions, symbolic actions"
bulgaria,2006-04-01,violent protest
bulgaria,2006-04-06,strikes
bulgaria,2006-04-06,violent protest
bulgaria,2006-04-16,violent protest
bulgaria,2006-04-16,demonstrations
bulgaria,2006-04-21,demonstrations
bulgaria,2006-04-25,"petitions, symbolic actions"
bulgaria,2006-04-27,demonstrations
bulgaria,2006-05-01,other protest
bulgaria,2006-05-01,demonstrations
bulgaria,2006-05-02,demonstrations
bulgaria,2006-05-20,demonstrations
bulgaria,2006-05-30,demonstrations
bulgaria,2006-07-25,violent protest
bulgaria,2006-07-27,violent protest
bulgaria,2006-07-31,demonstrations
bulgaria,2006-09-07,strikes
bulgaria,2006-12-19,demonstrations
bulgaria,2006-12-20,demonstrations
bulgaria,2007-01-01,demonstrations
bulgaria,2007-01-11,demonstrations
bulgaria,2007-01-16,other protest
bulgaria,2007-01-18,demonstrations
bulgaria,2007-02-09,demonstrations
bulgaria,2007-02-09,"confrontations, blockades"
bulgaria,2007-02-09,demonstrations
bulgaria,2007-02-09,demonstrations
bulgaria,2007-02-12,strikes
bulgaria,2007-02-14,demonstrations
bulgaria,2007-02-15,demonstrations
bulgaria,2007-02-15,strikes
bulgaria,2007-05-03,demonstrations
bulgaria,2007-06-09,demonstrations
bulgaria,2007-06-24,demonstrations
bulgaria,2007-06-27,strikes
bulgaria,2007-07-01,demonstrations
bulgaria,2007-08-08,demonstrations
bulgaria,2007-08-14,violent protest
bulgaria,2007-08-15,violent protest
bulgaria,2007-08-21,violent protest
bulgaria,2007-08-22,violent protest
bulgaria,2007-09-15,other protest
bulgaria,2007-09-15,strikes
bulgaria,2007-09-15,demonstrations
bulgaria,2007-09-20,strikes
bulgaria,2007-09-24,strikes
bulgaria,2007-09-24,strikes
bulgaria,2007-09-25,demonstrations
bulgaria,2007-09-26,demonstrations
bulgaria,2007-09-27,demonstrations
bulgaria,2007-09-27,demonstrations
bulgaria,2007-09-27,"petitions, symbolic actions"
bulgaria,2007-09-27,demonstrations
bulgaria,2007-10-02,"confrontations, blockades"
bulgaria,2007-10-03,demonstrations
bulgaria,2007-10-03,"confrontations, blockades"
bulgaria,2007-10-08,demonstrations
bulgaria,2007-10-10,demonstrations
bulgaria,2007-10-11,strikes
bulgaria,2007-10-11,demonstrations
bulgaria,2007-10-11,demonstrations
bulgaria,2007-10-18,demonstrations
bulgaria,2007-10-24,strikes
bulgaria,2007-10-25,"confrontations, blockades"
bulgaria,2007-10-30,strikes
bulgaria,2007-10-30,strikes
bulgaria,2007-10-30,strikes
bulgaria,2007-10-30,strikes
bulgaria,2007-12-27,demonstrations
bulgaria,2008-01-17,"confrontations, blockades"
bulgaria,2008-01-17,demonstrations
bulgaria,2008-01-18,demonstrations
bulgaria,2008-01-18,demonstrations
bulgaria,2008-01-23,demonstrations
bulgaria,2008-02-21,demonstrations
bulgaria,2008-04-01,violent protest
bulgaria,2008-04-10,strikes
bulgaria,2008-04-10,strikes
bulgaria,2008-04-15,demonstrations
bulgaria,2008-05-19,"confrontations, blockades"
bulgaria,2008-05-19,demonstrations
bulgaria,2008-05-23,demonstrations
bulgaria,2008-05-27,demonstrations
bulgaria,2008-05-28,"confrontations, blockades"
bulgaria,2008-05-30,demonstrations
bulgaria,2008-05-30,demonstrations
bulgaria,2008-05-30,strikes
bulgaria,2008-06-01,"confrontations, blockades"
bulgaria,2008-06-02,strikes
bulgaria,2008-06-02,strikes
bulgaria,2008-06-25,violent protest
bulgaria,2008-06-27,violent protest
bulgaria,2008-06-27,demonstrations
bulgaria,2008-06-28,demonstrations
bulgaria,2008-06-28,"petitions, symbolic actions"
bulgaria,2008-06-28,demonstrations
bulgaria,2008-06-28,violent protest
bulgaria,2008-06-29,violent protest
bulgaria,2008-07-07,violent protest
bulgaria,2008-07-28,"petitions, symbolic actions"
bulgaria,2008-07-28,demonstrations
bulgaria,2008-08-06,violent protest
bulgaria,2008-08-07,violent protest
bulgaria,2008-08-08,violent protest
bulgaria,2008-08-08,violent protest
bulgaria,2008-08-12,"petitions, symbolic actions"
bulgaria,2008-08-21,"confrontations, blockades"
bulgaria,2008-09-22,violent protest
bulgaria,2008-09-25,demonstrations
bulgaria,2008-10-21,"confrontations, blockades"
bulgaria,2008-10-29,demonstrations
bulgaria,2008-10-29,demonstrations
bulgaria,2008-10-30,demonstrations
bulgaria,2008-10-31,demonstrations
bulgaria,2008-11-06,"confrontations, blockades"
bulgaria,2008-11-06,demonstrations
bulgaria,2008-11-07,"confrontations, blockades"
bulgaria,2008-11-10,demonstrations
bulgaria,2008-11-11,demonstrations
bulgaria,2008-11-12,demonstrations
bulgaria,2008-11-17,demonstrations
bulgaria,2008-12-01,other protest
bulgaria,2008-12-12,demonstrations
bulgaria,2008-12-13,demonstrations
bulgaria,2008-12-13,demonstrations
bulgaria,2008-12-13,demonstrations
bulgaria,2008-12-13,strikes
bulgaria,2008-12-13,demonstrations
bulgaria,2008-12-13,"petitions, symbolic actions"
bulgaria,2008-12-15,demonstrations
bulgaria,2008-12-16,demonstrations
bulgaria,2008-12-16,demonstrations
bulgaria,2008-12-16,demonstrations
bulgaria,2008-12-16,demonstrations
bulgaria,2008-12-16,demonstrations
bulgaria,2008-12-17,"confrontations, blockades"
bulgaria,2008-12-17,demonstrations
bulgaria,2008-12-21,demonstrations
bulgaria,2008-12-21,demonstrations
bulgaria,2008-12-21,demonstrations
bulgaria,2008-12-21,strikes
bulgaria,2008-12-21,demonstrations
bulgaria,2008-12-21,demonstrations
bulgaria,2009-01-09,demonstrations
bulgaria,2009-01-14,violent protest
bulgaria,2009-01-14,violent protest
bulgaria,2009-01-14,demonstrations
bulgaria,2009-01-15,demonstrations
bulgaria,2009-01-15,violent protest
bulgaria,2009-01-16,demonstrations
bulgaria,2009-01-17,demonstrations
bulgaria,2009-01-17,strikes
bulgaria,2009-01-19,"petitions, symbolic actions"
bulgaria,2009-01-20,"petitions, symbolic actions"
bulgaria,2009-01-21,demonstrations
bulgaria,2009-01-23,violent protest
bulgaria,2009-01-28,demonstrations
bulgaria,2009-02-01,"confrontations, blockades"
bulgaria,2009-02-01,"confrontations, blockades"
bulgaria,2009-02-04,"confrontations, blockades"
bulgaria,2009-02-04,"confrontations, blockades"
bulgaria,2009-02-04,"confrontations, blockades"
bulgaria,2009-02-04,"confrontations, blockades"
bulgaria,2009-02-04,"confrontations, blockades"
bulgaria,2009-02-04,"confrontations, blockades"
bulgaria,2009-02-05,demonstrations
bulgaria,2009-02-26,demonstrations
bulgaria,2009-03-03,demonstrations
bulgaria,2009-03-15,demonstrations
bulgaria,2009-03-17,demonstrations
bulgaria,2009-03-27,"petitions, symbolic actions"
bulgaria,2009-04-01,demonstrations
bulgaria,2009-05-31,demonstrations
bulgaria,2009-06-11,violent protest
bulgaria,2009-06-11,other protest
bulgaria,2009-06-16,demonstrations
bulgaria,2009-09-27,demonstrations
bulgaria,2009-12-21,"confrontations, blockades"
bulgaria,2010-01-14,demonstrations
bulgaria,2010-03-01,other protest
bulgaria,2010-03-08,strikes
bulgaria,2010-03-17,demonstrations
bulgaria,2010-03-20,demonstrations
bulgaria,2010-03-20,demonstrations
bulgaria,2010-03-21,"petitions, symbolic actions"
bulgaria,2010-03-21,demonstrations
bulgaria,2010-03-21,demonstrations
bulgaria,2010-04-07,demonstrations
bulgaria,2010-05-01,demonstrations
bulgaria,2010-05-01,demonstrations
bulgaria,2010-05-01,demonstrations
bulgaria,2010-05-01,demonstrations
bulgaria,2010-05-11,demonstrations
bulgaria,2010-06-26,demonstrations
bulgaria,2010-06-26,demonstrations
bulgaria,2010-09-17,demonstrations
bulgaria,2010-09-18,"petitions, symbolic actions"
bulgaria,2010-09-24,demonstrations
bulgaria,2010-10-07,demonstrations
bulgaria,2010-10-11,demonstrations
bulgaria,2010-10-15,demonstrations
bulgaria,2010-11-13,demonstrations
bulgaria,2011-01-01,demonstrations
bulgaria,2011-01-01,violent protest
bulgaria,2011-02-10,violent protest
bulgaria,2011-02-15,demonstrations
bulgaria,2011-03-10,strikes
bulgaria,2011-03-10,strikes
bulgaria,2011-03-13,demonstrations
bulgaria,2011-03-13,"confrontations, blockades"
bulgaria,2011-03-26,demonstrations
bulgaria,2011-03-27,demonstrations
bulgaria,2011-03-27,demonstrations
bulgaria,2011-03-30,demonstrations
bulgaria,2011-04-16,"confrontations, blockades"
bulgaria,2011-04-16,"confrontations, blockades"
bulgaria,2011-04-16,"confrontations, blockades"
bulgaria,2011-04-16,"confrontations, blockades"
bulgaria,2011-04-27,demonstrations
bulgaria,2011-04-28,demonstrations
bulgaria,2011-05-01,demonstrations
bulgaria,2011-05-20,violent protest
bulgaria,2011-06-18,demonstrations
bulgaria,2011-09-24,"petitions, symbolic actions"
bulgaria,2011-09-24,violent protest
bulgaria,2011-09-25,demonstrations
bulgaria,2011-09-25,violent protest
bulgaria,2011-09-25,violent protest
bulgaria,2011-09-26,demonstrations
bulgaria,2011-09-26,violent protest
bulgaria,2011-09-26,violent protest
bulgaria,2011-09-26,demonstrations
bulgaria,2011-09-26,violent protest
bulgaria,2011-09-26,violent protest
bulgaria,2011-09-26,demonstrations
bulgaria,2011-09-26,demonstrations
bulgaria,2011-09-26,violent protest
bulgaria,2011-09-26,violent protest
bulgaria,2011-09-28,demonstrations
bulgaria,2011-09-28,demonstrations
bulgaria,2011-09-28,demonstrations
bulgaria,2011-09-28,demonstrations
bulgaria,2011-09-29,violent protest
bulgaria,2011-09-30,demonstrations
bulgaria,2011-10-01,demonstrations
bulgaria,2011-10-01,demonstrations
bulgaria,2011-10-02,demonstrations
bulgaria,2011-10-04,demonstrations
bulgaria,2011-11-24,strikes
bulgaria,2011-11-24,strikes
bulgaria,2011-11-24,strikes
bulgaria,2011-11-24,strikes
bulgaria,2011-11-24,strikes
bulgaria,2011-11-24,strikes
bulgaria,2011-11-24,strikes
bulgaria,2011-11-25,strikes
bulgaria,2011-11-25,strikes
bulgaria,2011-11-28,"confrontations, blockades"
bulgaria,2011-11-28,demonstrations
bulgaria,2011-11-29,"confrontations, blockades"
bulgaria,2011-11-30,demonstrations
bulgaria,2011-12-01,demonstrations
bulgaria,2011-12-06,demonstrations
bulgaria,2012-01-01,demonstrations
bulgaria,2012-01-01,violent protest
bulgaria,2012-01-10,strikes
bulgaria,2012-01-14,demonstrations
bulgaria,2012-01-14,demonstrations
bulgaria,2012-01-14,demonstrations
bulgaria,2012-01-14,demonstrations
bulgaria,2012-01-14,demonstrations
bulgaria,2012-01-14,demonstrations
bulgaria,2012-01-14,demonstrations
bulgaria,2012-01-14,demonstrations
bulgaria,2012-01-14,demonstrations
bulgaria,2012-01-14,demonstrations
bulgaria,2012-01-14,demonstrations
bulgaria,2012-01-14,demonstrations
bulgaria,2012-01-14,demonstrations
bulgaria,2012-01-15,strikes
bulgaria,2012-01-16,strikes
bulgaria,2012-01-20,"confrontations, blockades"
bulgaria,2012-02-11,demonstrations
bulgaria,2012-02-13,strikes
bulgaria,2012-02-14,demonstrations
bulgaria,2012-06-13,"confrontations, blockades"
bulgaria,2012-06-14,demonstrations
bulgaria,2012-06-29,violent protest
bulgaria,2012-06-30,demonstrations
bulgaria,2012-06-30,demonstrations
bulgaria,2012-07-01,violent protest
bulgaria,2012-07-13,demonstrations
bulgaria,2012-07-18,violent protest
bulgaria,2012-07-18,violent protest
bulgaria,2012-08-17,"petitions, symbolic actions"
bulgaria,2012-08-17,demonstrations
bulgaria,2012-08-28,"petitions, symbolic actions"
bulgaria,2012-08-28,demonstrations
bulgaria,2012-09-04,"petitions, symbolic actions"
bulgaria,2012-09-23,strikes
bulgaria,2012-10-07,demonstrations
bulgaria,2012-10-29,demonstrations
bulgaria,2012-12-05,"confrontations, blockades"
bulgaria,2012-12-13,strikes
bulgaria,2012-12-27,"petitions, symbolic actions"
bulgaria,2013-01-01,demonstrations
bulgaria,2013-01-01,violent protest
bulgaria,2013-01-01,violent protest
bulgaria,2013-01-15,demonstrations
bulgaria,2013-01-19,violent protest
bulgaria,2013-01-22,violent protest
bulgaria,2013-01-25,strikes
bulgaria,2013-01-25,demonstrations
bulgaria,2013-02-01,violent protest
bulgaria,2013-02-01,other protest
bulgaria,2013-02-17,violent protest
bulgaria,2013-02-17,demonstrations
bulgaria,2013-02-17,demonstrations
bulgaria,2013-02-18,"confrontations, blockades"
bulgaria,2013-02-18,violent protest
bulgaria,2013-02-18,violent protest
bulgaria,2013-02-18,violent protest
bulgaria,2013-02-18,violent protest
bulgaria,2013-02-19,other protest
bulgaria,2013-02-19,violent protest
bulgaria,2013-02-19,violent protest
bulgaria,2013-02-19,demonstrations
bulgaria,2013-02-20,demonstrations
bulgaria,2013-02-20,demonstrations
bulgaria,2013-02-20,"confrontations, blockades"
bulgaria,2013-02-20,other protest
bulgaria,2013-02-20,violent protest
bulgaria,2013-02-20,violent protest
bulgaria,2013-02-21,demonstrations
bulgaria,2013-02-21,demonstrations
bulgaria,2013-02-21,demonstrations
bulgaria,2013-02-23,other protest
bulgaria,2013-02-23,other protest
bulgaria,2013-02-24,demonstrations
bulgaria,2013-02-26,strikes
bulgaria,2013-02-26,violent protest
bulgaria,2013-03-01,violent protest
bulgaria,2013-03-01,violent protest
bulgaria,2013-03-01,violent protest
bulgaria,2013-03-03,demonstrations
bulgaria,2013-03-03,demonstrations
bulgaria,2013-03-03,demonstrations
bulgaria,2013-03-03,demonstrations
bulgaria,2013-03-03,"confrontations, blockades"
bulgaria,2013-03-05,demonstrations
bulgaria,2013-03-06,demonstrations
bulgaria,2013-03-09,demonstrations
bulgaria,2013-03-10,violent protest
bulgaria,2013-03-10,demonstrations
bulgaria,2013-03-17,demonstrations
bulgaria,2013-03-20,violent protest
bulgaria,2013-03-20,other protest
bulgaria,2013-03-21,other protest
bulgaria,2013-04-05,"petitions, symbolic actions"
bulgaria,2013-04-07,"petitions, symbolic actions"
bulgaria,2013-04-08,demonstrations
bulgaria,2013-06-02,demonstrations
bulgaria,2013-06-02,demonstrations
bulgaria,2013-06-02,demonstrations
bulgaria,2013-06-12,strikes
bulgaria,2013-06-13,demonstrations
bulgaria,2013-06-14,"petitions, symbolic actions"
bulgaria,2013-06-14,demonstrations
bulgaria,2013-06-14,demonstrations
bulgaria,2013-06-15,demonstrations
bulgaria,2013-06-16,demonstrations
bulgaria,2013-06-16,demonstrations
bulgaria,2013-06-16,demonstrations
bulgaria,2013-06-16,demonstrations
bulgaria,2013-06-17,demonstrations
bulgaria,2013-06-17,demonstrations
bulgaria,2013-06-18,violent protest
bulgaria,2013-06-18,demonstrations
bulgaria,2013-06-19,demonstrations
bulgaria,2013-06-20,demonstrations
bulgaria,2013-06-20,demonstrations
bulgaria,2013-06-21,demonstrations
bulgaria,2013-06-22,demonstrations
bulgaria,2013-06-23,"petitions, symbolic actions"
bulgaria,2013-06-24,violent protest
bulgaria,2013-06-24,demonstrations
bulgaria,2013-06-25,demonstrations
bulgaria,2013-06-26,demonstrations
bulgaria,2013-06-26,"confrontations, blockades"
bulgaria,2013-06-27,"confrontations, blockades"
bulgaria,2013-07-17,"petitions, symbolic actions"
bulgaria,2013-07-18,"confrontations, blockades"
bulgaria,2013-07-23,"petitions, symbolic actions"
bulgaria,2013-07-23,"confrontations, blockades"
bulgaria,2013-07-23,violent protest
bulgaria,2013-07-24,"petitions, symbolic actions"
bulgaria,2013-07-24,"confrontations, blockades"
bulgaria,2013-07-24,demonstrations
bulgaria,2013-07-24,violent protest
bulgaria,2013-08-16,demonstrations
bulgaria,2013-08-16,other protest
bulgaria,2013-08-21,violent protest
bulgaria,2013-09-04,violent protest
bulgaria,2013-09-04,demonstrations
bulgaria,2013-10-16,strikes
bulgaria,2013-10-23,"confrontations, blockades"
bulgaria,2013-10-25,"petitions, symbolic actions"
bulgaria,2013-10-26,demonstrations
bulgaria,2013-10-28,"confrontations, blockades"
bulgaria,2013-11-01,demonstrations
bulgaria,2013-11-01,"confrontations, blockades"
bulgaria,2013-11-09,demonstrations
bulgaria,2013-11-10,other protest
bulgaria,2013-11-10,demonstrations
bulgaria,2013-11-12,violent protest
bulgaria,2013-11-12,demonstrations
bulgaria,2013-11-12,"confrontations, blockades"
bulgaria,2013-11-13,demonstrations
bulgaria,2013-11-16,demonstrations
bulgaria,2013-11-16,demonstrations
bulgaria,2013-11-20,demonstrations
bulgaria,2013-11-20,demonstrations
bulgaria,2013-11-26,"confrontations, blockades"
bulgaria,2013-11-26,demonstrations
bulgaria,2013-12-14,demonstrations
bulgaria,2013-12-14,"confrontations, blockades"
bulgaria,2013-12-14,violent protest
bulgaria,2014-01-09,demonstrations
bulgaria,2014-01-09,violent protest
bulgaria,2014-01-09,"petitions, symbolic actions"
bulgaria,2014-01-10,"confrontations, blockades"
bulgaria,2014-01-13,demonstrations
bulgaria,2014-01-15,demonstrations
bulgaria,2014-01-16,demonstrations
bulgaria,2014-01-17,demonstrations
bulgaria,2014-01-22,demonstrations
bulgaria,2014-02-14,violent protest
bulgaria,2014-02-15,violent protest
bulgaria,2014-02-15,demonstrations
bulgaria,2014-02-17,demonstrations
bulgaria,2014-03-01,"petitions, symbolic actions"
bulgaria,2014-03-10,"petitions, symbolic actions"
bulgaria,2014-04-02,demonstrations
bulgaria,2014-04-02,demonstrations
bulgaria,2014-04-15,violent protest
bulgaria,2014-07-07,demonstrations
bulgaria,2014-09-01,strikes
bulgaria,2014-09-01,strikes
bulgaria,2014-09-16,demonstrations
bulgaria,2014-09-18,strikes
bulgaria,2014-09-18,"confrontations, blockades"
bulgaria,2014-09-22,"confrontations, blockades"
bulgaria,2014-10-14,demonstrations
bulgaria,2014-12-12,demonstrations
bulgaria,2014-12-17,strikes
bulgaria,2014-12-18,demonstrations
bulgaria,2015-02-08,"confrontations, blockades"
bulgaria,2015-02-15,demonstrations
bulgaria,2015-03-03,"petitions, symbolic actions"
bulgaria,2015-04-28,demonstrations
bulgaria,2015-06-13,demonstrations
bulgaria,2015-06-14,demonstrations
bulgaria,2015-06-14,demonstrations
bulgaria,2015-06-16,demonstrations
bulgaria,2015-06-22,demonstrations
bulgaria,2015-06-26,strikes
bulgaria,2015-11-03,demonstrations
bulgaria,2015-11-03,"confrontations, blockades"
bulgaria,2015-11-04,"confrontations, blockades"
bulgaria,2015-11-05,demonstrations
bulgaria,2015-11-06,demonstrations
bulgaria,2015-11-08,demonstrations
cyprus,2000-02-11,violent protest
cyprus,2000-04-20,strikes
cyprus,2000-05-20,"confrontations, blockades"
cyprus,2000-07-24,violent protest
cyprus,2000-07-24,demonstrations
cyprus,2000-07-25,violent protest
cyprus,2000-07-25,"confrontations, blockades"
cyprus,2000-07-26,"petitions, symbolic actions"
cyprus,2000-07-26,violent protest
cyprus,2000-08-02,violent protest
cyprus,2000-08-02,violent protest
cyprus,2000-08-08,violent protest
cyprus,2000-08-29,demonstrations
cyprus,2000-08-29,violent protest
cyprus,2000-08-31,"confrontations, blockades"
cyprus,2000-08-31,demonstrations
cyprus,2000-09-18,demonstrations
cyprus,2000-09-20,strikes
cyprus,2000-10-17,demonstrations
cyprus,2000-10-17,strikes
cyprus,2000-10-31,demonstrations
cyprus,2000-11-14,demonstrations
cyprus,2000-11-15,demonstrations
cyprus,2000-11-17,demonstrations
cyprus,2000-11-20,demonstrations
cyprus,2000-12-04,strikes
cyprus,2000-12-05,demonstrations
cyprus,2000-12-07,demonstrations
cyprus,2000-12-08,demonstrations
cyprus,2001-01-07,demonstrations
cyprus,2001-01-07,"petitions, symbolic actions"
cyprus,2001-01-07,demonstrations
cyprus,2001-01-08,"confrontations, blockades"
cyprus,2001-01-08,demonstrations
cyprus,2001-03-24,demonstrations
cyprus,2001-03-28,strikes
cyprus,2001-04-13,demonstrations
cyprus,2001-05-24,violent protest
cyprus,2001-05-24,"petitions, symbolic actions"
cyprus,2001-07-02,demonstrations
cyprus,2001-07-02,other protest
cyprus,2001-07-03,violent protest
cyprus,2001-07-04,demonstrations
cyprus,2001-07-12,demonstrations
cyprus,2001-07-13,strikes
cyprus,2001-07-15,demonstrations
cyprus,2001-07-15,other protest
cyprus,2001-10-29,strikes
cyprus,2001-11-20,demonstrations
cyprus,2001-12-11,demonstrations
cyprus,2001-12-11,strikes
cyprus,2001-12-12,strikes
cyprus,2001-12-29,demonstrations
cyprus,2002-01-15,demonstrations
cyprus,2002-03-28,"confrontations, blockades"
cyprus,2002-04-02,demonstrations
cyprus,2002-04-18,violent protest
cyprus,2002-05-07,"petitions, symbolic actions"
cyprus,2002-05-07,demonstrations
cyprus,2002-05-15,demonstrations
cyprus,2002-07-01,"confrontations, blockades"
