country_name_short,election_type,election_date,country_name,subcategory,date
HRV,parliament,2003-11-23,Croatia,parliament,2003-11-23
HRV,parliament,2007-11-25,Croatia,parliament,2007-11-25
HRV,parliament,2011-12-04,Croatia,parliament,2011-12-04
HRV,parliament,2015-11-08,Croatia,parliament,2015-11-08
HRV,parliament,2016-09-11,Croatia,parliament,2016-09-11
HUN,ep,2004-06-13,Hungary,ep,2004-06-13
HUN,ep,2009-06-07,Hungary,ep,2009-06-07
HUN,ep,2014-05-25,Hungary,ep,2014-05-25
HUN,ep,2019-05-26,Hungary,ep,2019-05-26
HUN,parliament,1990-04-08,Hungary,parliament,1990-04-08
HUN,parliament,1994-05-29,Hungary,parliament,1994-05-29
HUN,parliament,1998-05-24,Hungary,parliament,1998-05-24
HUN,parliament,2002-04-21,Hungary,parliament,2002-04-21
HUN,parliament,2006-04-09,Hungary,parliament,2006-04-09
HUN,parliament,2010-04-25,Hungary,parliament,2010-04-25
HUN,parliament,2014-04-06,Hungary,parliament,2014-04-06
HUN,parliament,2018-04-08,Hungary,parliament,2018-04-08
IRL,ep,1979-06-10,Ireland,ep,1979-06-10
IRL,ep,1984-06-17,Ireland,ep,1984-06-17
IRL,ep,1989-06-18,Ireland,ep,1989-06-18
IRL,ep,1994-06-12,Ireland,ep,1994-06-12
IRL,ep,1999-06-13,Ireland,ep,1999-06-13
IRL,ep,2004-06-13,Ireland,ep,2004-06-13
IRL,ep,2009-06-05,Ireland,ep,2009-06-05
IRL,ep,2014-05-23,Ireland,ep,2014-05-23
IRL,ep,2019-05-24,Ireland,ep,2019-05-24
IRL,parliament,1922-06-22,Ireland,parliament,1922-06-22
IRL,parliament,1923-08-27,Ireland,parliament,1923-08-27
IRL,parliament,1927-06-09,Ireland,parliament,1927-06-09
IRL,parliament,1927-09-15,Ireland,parliament,1927-09-15
IRL,parliament,1932-02-16,Ireland,parliament,1932-02-16
IRL,parliament,1933-01-24,Ireland,parliament,1933-01-24
IRL,parliament,1937-07-01,Ireland,parliament,1937-07-01
IRL,parliament,1938-06-17,Ireland,parliament,1938-06-17
IRL,parliament,1943-06-23,Ireland,parliament,1943-06-23
IRL,parliament,1944-05-30,Ireland,parliament,1944-05-30
IRL,parliament,1948-02-04,Ireland,parliament,1948-02-04
IRL,parliament,1951-05-30,Ireland,parliament,1951-05-30
IRL,parliament,1954-05-18,Ireland,parliament,1954-05-18
IRL,parliament,1957-03-05,Ireland,parliament,1957-03-05
IRL,parliament,1961-10-04,Ireland,parliament,1961-10-04
IRL,parliament,1965-04-07,Ireland,parliament,1965-04-07
IRL,parliament,1969-06-18,Ireland,parliament,1969-06-18
IRL,parliament,1973-02-28,Ireland,parliament,1973-02-28
IRL,parliament,1977-06-16,Ireland,parliament,1977-06-16
IRL,parliament,1981-06-11,Ireland,parliament,1981-06-11
IRL,parliament,1982-02-18,Ireland,parliament,1982-02-18
IRL,parliament,1982-11-24,Ireland,parliament,1982-11-24
IRL,parliament,1987-02-17,Ireland,parliament,1987-02-17
IRL,parliament,1989-06-15,Ireland,parliament,1989-06-15
IRL,parliament,1992-11-25,Ireland,parliament,1992-11-25
IRL,parliament,1997-06-06,Ireland,parliament,1997-06-06
IRL,parliament,2002-05-17,Ireland,parliament,2002-05-17
IRL,parliament,2007-05-24,Ireland,parliament,2007-05-24
IRL,parliament,2011-02-25,Ireland,parliament,2011-02-25
IRL,parliament,2016-02-26,Ireland,parliament,2016-02-26
IRL,parliament,2020-02-08,Ireland,parliament,2020-02-08
ISL,parliament,1919-11-15,Iceland,parliament,1919-11-15
ISL,parliament,1923-10-27,Iceland,parliament,1923-10-27
ISL,parliament,1927-07-09,Iceland,parliament,1927-07-09
ISL,parliament,1931-06-12,Iceland,parliament,1931-06-12
ISL,parliament,1933-07-16,Iceland,parliament,1933-07-16
ISL,parliament,1934-06-24,Iceland,parliament,1934-06-24
ISL,parliament,1937-06-29,Iceland,parliament,1937-06-29
ISL,parliament,1942-07-05,Iceland,parliament,1942-07-05
ISL,parliament,1942-10-19,Iceland,parliament,1942-10-19
ISL,parliament,1946-06-30,Iceland,parliament,1946-06-30
ISL,parliament,1949-10-24,Iceland,parliament,1949-10-24
ISL,parliament,1953-06-28,Iceland,parliament,1953-06-28
ISL,parliament,1956-06-24,Iceland,parliament,1956-06-24
ISL,parliament,1959-06-28,Iceland,parliament,1959-06-28
ISL,parliament,1959-10-26,Iceland,parliament,1959-10-26
ISL,parliament,1963-06-09,Iceland,parliament,1963-06-09
ISL,parliament,1967-06-11,Iceland,parliament,1967-06-11
ISL,parliament,1971-06-13,Iceland,parliament,1971-06-13
ISL,parliament,1974-06-30,Iceland,parliament,1974-06-30
ISL,parliament,1978-06-25,Iceland,parliament,1978-06-25
ISL,parliament,1979-12-03,Iceland,parliament,1979-12-03
ISL,parliament,1983-04-23,Iceland,parliament,1983-04-23
ISL,parliament,1987-04-25,Iceland,parliament,1987-04-25
ISL,parliament,1991-04-20,Iceland,parliament,1991-04-20
ISL,parliament,1995-04-08,Iceland,parliament,1995-04-08
ISL,parliament,1999-05-08,Iceland,parliament,1999-05-08
ISL,parliament,2003-05-10,Iceland,parliament,2003-05-10
ISL,parliament,2007-05-12,Iceland,parliament,2007-05-12
ISL,parliament,2009-04-25,Iceland,parliament,2009-04-25
ISL,parliament,2013-04-27,Iceland,parliament,2013-04-27
ISL,parliament,2016-10-29,Iceland,parliament,2016-10-29
ISL,parliament,2017-10-28,Iceland,parliament,2017-10-28
ISR,parliament,1949-01-25,Israel,parliament,1949-01-25
ISR,parliament,1951-07-30,Israel,parliament,1951-07-30
ISR,parliament,1955-07-26,Israel,parliament,1955-07-26
ISR,parliament,1959-11-03,Israel,parliament,1959-11-03
ISR,parliament,1961-08-15,Israel,parliament,1961-08-15
ISR,parliament,1965-11-01,Israel,parliament,1965-11-01
ISR,parliament,1969-10-28,Israel,parliament,1969-10-28
ISR,parliament,1973-12-31,Israel,parliament,1973-12-31
ISR,parliament,1977-05-17,Israel,parliament,1977-05-17
ISR,parliament,1981-06-30,Israel,parliament,1981-06-30
ISR,parliament,1984-07-23,Israel,parliament,1984-07-23
ISR,parliament,1988-11-01,Israel,parliament,1988-11-01
ISR,parliament,1992-06-23,Israel,parliament,1992-06-23
ISR,parliament,1996-05-29,Israel,parliament,1996-05-29
ISR,parliament,1999-05-17,Israel,parliament,1999-05-17
ISR,parliament,2003-01-28,Israel,parliament,2003-01-28
ISR,parliament,2006-03-28,Israel,parliament,2006-03-28
ISR,parliament,2009-02-10,Israel,parliament,2009-02-10
ISR,parliament,2013-01-22,Israel,parliament,2013-01-22
ISR,parliament,2015-03-17,Israel,parliament,2015-03-17
ISR,parliament,2019-04-09,Israel,parliament,2019-04-09
ISR,parliament,2019-09-17,Israel,parliament,2019-09-17
ISR,parliament,2020-03-02,Israel,parliament,2020-03-02
ITA,ep,1979-06-10,Italy,ep,1979-06-10
ITA,ep,1984-06-17,Italy,ep,1984-06-17
ITA,ep,1989-06-18,Italy,ep,1989-06-18
ITA,ep,1994-06-12,Italy,ep,1994-06-12
ITA,ep,1999-06-13,Italy,ep,1999-06-13
ITA,ep,2004-06-12,Italy,ep,2004-06-12
ITA,ep,2009-06-07,Italy,ep,2009-06-07
ITA,ep,2014-05-25,Italy,ep,2014-05-25
ITA,ep,2019-05-26,Italy,ep,2019-05-26
ITA,parliament,1946-06-02,Italy,parliament,1946-06-02
ITA,parliament,1948-04-18,Italy,parliament,1948-04-18
ITA,parliament,1953-06-07,Italy,parliament,1953-06-07
ITA,parliament,1958-05-25,Italy,parliament,1958-05-25
ITA,parliament,1963-04-28,Italy,parliament,1963-04-28
ITA,parliament,1968-05-19,Italy,parliament,1968-05-19
ITA,parliament,1972-05-07,Italy,parliament,1972-05-07
ITA,parliament,1976-06-20,Italy,parliament,1976-06-20
ITA,parliament,1979-06-03,Italy,parliament,1979-06-03
ITA,parliament,1983-06-26,Italy,parliament,1983-06-26
ITA,parliament,1987-06-14,Italy,parliament,1987-06-14
ITA,parliament,1992-04-05,Italy,parliament,1992-04-05
ITA,parliament,1994-03-27,Italy,parliament,1994-03-27
ITA,parliament,1996-04-21,Italy,parliament,1996-04-21
ITA,parliament,2001-05-13,Italy,parliament,2001-05-13
ITA,parliament,2006-04-09,Italy,parliament,2006-04-09
ITA,parliament,2008-04-13,Italy,parliament,2008-04-13
ITA,parliament,2013-02-25,Italy,parliament,2013-02-25
ITA,parliament,2018-03-04,Italy,parliament,2018-03-04
JPN,parliament,1946-04-10,Japan,parliament,1946-04-10
JPN,parliament,1947-04-25,Japan,parliament,1947-04-25
JPN,parliament,1949-01-23,Japan,parliament,1949-01-23
JPN,parliament,1952-10-01,Japan,parliament,1952-10-01
JPN,parliament,1953-04-19,Japan,parliament,1953-04-19
JPN,parliament,1955-02-27,Japan,parliament,1955-02-27
JPN,parliament,1958-05-22,Japan,parliament,1958-05-22
JPN,parliament,1960-11-20,Japan,parliament,1960-11-20
JPN,parliament,1963-11-21,Japan,parliament,1963-11-21
JPN,parliament,1967-01-29,Japan,parliament,1967-01-29
JPN,parliament,1969-12-27,Japan,parliament,1969-12-27
JPN,parliament,1972-12-10,Japan,parliament,1972-12-10
JPN,parliament,1976-12-05,Japan,parliament,1976-12-05
JPN,parliament,1979-10-07,Japan,parliament,1979-10-07
JPN,parliament,1980-06-22,Japan,parliament,1980-06-22
JPN,parliament,1983-12-18,Japan,parliament,1983-12-18
JPN,parliament,1986-07-06,Japan,parliament,1986-07-06
JPN,parliament,1990-02-18,Japan,parliament,1990-02-18
JPN,parliament,1993-07-18,Japan,parliament,1993-07-18
JPN,parliament,1996-10-20,Japan,parliament,1996-10-20
JPN,parliament,2000-06-25,Japan,parliament,2000-06-25
JPN,parliament,2003-11-09,Japan,parliament,2003-11-09
JPN,parliament,2005-09-11,Japan,parliament,2005-09-11
JPN,parliament,2009-08-30,Japan,parliament,2009-08-30
JPN,parliament,2012-12-16,Japan,parliament,2012-12-16
JPN,parliament,2014-12-14,Japan,parliament,2014-12-14
JPN,parliament,2017-10-22,Japan,parliament,2017-10-22
LTU,ep,2004-06-13,Lithuania,ep,2004-06-13
LTU,ep,2009-06-07,Lithuania,ep,2009-06-07
LTU,ep,2014-05-25,Lithuania,ep,2014-05-25
LTU,ep,2019-05-26,Lithuania,ep,2019-05-26
LTU,parliament,1990-03-10,Lithuania,parliament,1990-03-10
LTU,parliament,1992-11-15,Lithuania,parliament,1992-11-15
LTU,parliament,1996-10-20,Lithuania,parliament,1996-10-20
LTU,parliament,2000-10-08,Lithuania,parliament,2000-10-08
LTU,parliament,2004-10-24,Lithuania,parliament,2004-10-24
LTU,parliament,2008-10-12,Lithuania,parliament,2008-10-12
LTU,parliament,2012-10-14,Lithuania,parliament,2012-10-14
LTU,parliament,2016-10-09,Lithuania,parliament,2016-10-09
LTU,parliament,2020-10-11,Lithuania,parliament,2020-10-11
LUX,ep,1979-06-10,Luxembourg,ep,1979-06-10
LUX,ep,1984-06-17,Luxembourg,ep,1984-06-17
LUX,ep,1989-06-18,Luxembourg,ep,1989-06-18
LUX,ep,1994-06-12,Luxembourg,ep,1994-06-12
LUX,ep,1999-06-13,Luxembourg,ep,1999-06-13
LUX,ep,2004-06-13,Luxembourg,ep,2004-06-13
LUX,ep,2009-06-07,Luxembourg,ep,2009-06-07
LUX,ep,2014-05-25,Luxembourg,ep,2014-05-25
LUX,ep,2019-05-26,Luxembourg,ep,2019-05-26
LUX,parliament,1919-10-26,Luxembourg,parliament,1919-10-26
LUX,parliament,1922-05-28,Luxembourg,parliament,1922-05-28
LUX,parliament,1925-03-01,Luxembourg,parliament,1925-03-01
LUX,parliament,1928-06-03,Luxembourg,parliament,1928-06-03
LUX,parliament,1931-06-07,Luxembourg,parliament,1931-06-07
LUX,parliament,1934-06-03,Luxembourg,parliament,1934-06-03
LUX,parliament,1937-06-06,Luxembourg,parliament,1937-06-06
LUX,parliament,1945-10-21,Luxembourg,parliament,1945-10-21
LUX,parliament,1948-06-06,Luxembourg,parliament,1948-06-06
LUX,parliament,1951-06-03,Luxembourg,parliament,1951-06-03
LUX,parliament,1954-05-30,Luxembourg,parliament,1954-05-30
LUX,parliament,1959-02-01,Luxembourg,parliament,1959-02-01
LUX,parliament,1964-06-07,Luxembourg,parliament,1964-06-07
LUX,parliament,1968-12-15,Luxembourg,parliament,1968-12-15
LUX,parliament,1974-05-26,Luxembourg,parliament,1974-05-26
LUX,parliament,1979-06-10,Luxembourg,parliament,1979-06-10
LUX,parliament,1984-06-17,Luxembourg,parliament,1984-06-17
LUX,parliament,1989-06-18,Luxembourg,parliament,1989-06-18
LUX,parliament,1994-06-12,Luxembourg,parliament,1994-06-12
LUX,parliament,1999-06-13,Luxembourg,parliament,1999-06-13
LUX,parliament,2004-06-13,Luxembourg,parliament,2004-06-13
LUX,parliament,2009-06-07,Luxembourg,parliament,2009-06-07
LUX,parliament,2013-10-20,Luxembourg,parliament,2013-10-20
LUX,parliament,2018-10-14,Luxembourg,parliament,2018-10-14
LVA,ep,2004-06-13,Latvia,ep,2004-06-13
LVA,ep,2009-06-07,Latvia,ep,2009-06-07
LVA,ep,2014-05-24,Latvia,ep,2014-05-24
LVA,ep,2019-05-25,Latvia,ep,2019-05-25
LVA,parliament,1990-04-29,Latvia,parliament,1990-04-29
LVA,parliament,1993-06-06,Latvia,parliament,1993-06-06
LVA,parliament,1995-10-01,Latvia,parliament,1995-10-01
LVA,parliament,1998-10-03,Latvia,parliament,1998-10-03
LVA,parliament,2002-10-05,Latvia,parliament,2002-10-05
LVA,parliament,2006-10-07,Latvia,parliament,2006-10-07
LVA,parliament,2010-10-02,Latvia,parliament,2010-10-02
LVA,parliament,2011-09-17,Latvia,parliament,2011-09-17
LVA,parliament,2014-10-04,Latvia,parliament,2014-10-04
LVA,parliament,2018-10-06,Latvia,parliament,2018-10-06
MLT,ep,2004-06-13,Malta,ep,2004-06-13
MLT,ep,2009-06-06,Malta,ep,2009-06-06
MLT,ep,2014-05-25,Malta,ep,2014-05-25
MLT,ep,2019-05-25,Malta,ep,2019-05-25
MLT,parliament,1947-10-27,Malta,parliament,1947-10-27
MLT,parliament,1950-09-04,Malta,parliament,1950-09-04
MLT,parliament,1951-05-06,Malta,parliament,1951-05-06
MLT,parliament,1953-12-14,Malta,parliament,1953-12-14
MLT,parliament,1955-02-28,Malta,parliament,1955-02-28
MLT,parliament,1962-02-19,Malta,parliament,1962-02-19
MLT,parliament,1966-03-28,Malta,parliament,1966-03-28
MLT,parliament,1971-06-14,Malta,parliament,1971-06-14
MLT,parliament,1976-09-18,Malta,parliament,1976-09-18
MLT,parliament,1981-12-12,Malta,parliament,1981-12-12
MLT,parliament,1987-05-09,Malta,parliament,1987-05-09
MLT,parliament,1992-02-22,Malta,parliament,1992-02-22
MLT,parliament,1996-10-26,Malta,parliament,1996-10-26
MLT,parliament,1998-09-05,Malta,parliament,1998-09-05
MLT,parliament,2003-04-12,Malta,parliament,2003-04-12
MLT,parliament,2008-03-08,Malta,parliament,2008-03-08
MLT,parliament,2013-03-09,Malta,parliament,2013-03-09
MLT,parliament,2017-06-03,Malta,parliament,2017-06-03
NLD,ep,1979-06-10,Netherlands,ep,1979-06-10
NLD,ep,1984-06-17,Netherlands,ep,1984-06-17
NLD,ep,1989-06-18,Netherlands,ep,1989-06-18
NLD,ep,1994-06-12,Netherlands,ep,1994-06-12
NLD,ep,1999-06-13,Netherlands,ep,1999-06-13
NLD,ep,2004-06-13,Netherlands,ep,2004-06-13
NLD,ep,2009-06-04,Netherlands,ep,2009-06-04
NLD,ep,2014-05-25,Netherlands,ep,2014-05-25
NLD,ep,2019-05-23,Netherlands,ep,2019-05-23
NLD,parliament,1918-07-03,Netherlands,parliament,1918-07-03
NLD,parliament,1922-07-05,Netherlands,parliament,1922-07-05
NLD,parliament,1925-07-01,Netherlands,parliament,1925-07-01
NLD,parliament,1929-07-03,Netherlands,parliament,1929-07-03
NLD,parliament,1933-04-26,Netherlands,parliament,1933-04-26
NLD,parliament,1937-05-26,Netherlands,parliament,1937-05-26
NLD,parliament,1946-05-17,Netherlands,parliament,1946-05-17
NLD,parliament,1948-07-07,Netherlands,parliament,1948-07-07
NLD,parliament,1952-06-25,Netherlands,parliament,1952-06-25
NLD,parliament,1956-06-13,Netherlands,parliament,1956-06-13
NLD,parliament,1959-03-12,Netherlands,parliament,1959-03-12
NLD,parliament,1963-05-15,Netherlands,parliament,1963-05-15
NLD,parliament,1967-02-15,Netherlands,parliament,1967-02-15
NLD,parliament,1971-04-28,Netherlands,parliament,1971-04-28
NLD,parliament,1972-11-29,Netherlands,parliament,1972-11-29
NLD,parliament,1977-05-25,Netherlands,parliament,1977-05-25
NLD,parliament,1981-05-26,Netherlands,parliament,1981-05-26
NLD,parliament,1982-09-08,Netherlands,parliament,1982-09-08
NLD,parliament,1986-05-21,Netherlands,parliament,1986-05-21
NLD,parliament,1989-09-06,Netherlands,parliament,1989-09-06
NLD,parliament,1994-05-03,Netherlands,parliament,1994-05-03
NLD,parliament,1998-05-06,Netherlands,parliament,1998-05-06
NLD,parliament,2002-05-15,Netherlands,parliament,2002-05-15
NLD,parliament,2003-01-22,Netherlands,parliament,2003-01-22
NLD,parliament,2006-11-22,Netherlands,parliament,2006-11-22
NLD,parliament,2010-06-09,Netherlands,parliament,2010-06-09
NLD,parliament,2012-09-12,Netherlands,parliament,2012-09-12
NLD,parliament,2017-03-15,Netherlands,parliament,2017-03-15
NOR,parliament,1900-07-01,Norway,parliament,1900-07-01
NOR,parliament,1903-09-16,Norway,parliament,1903-09-16
NOR,parliament,1906-08-27,Norway,parliament,1906-08-27
NOR,parliament,1909-10-25,Norway,parliament,1909-10-25
NOR,parliament,1912-10-21,Norway,parliament,1912-10-21
NOR,parliament,1915-10-21,Norway,parliament,1915-10-21
NOR,parliament,1918-10-21,Norway,parliament,1918-10-21
NOR,parliament,1921-10-24,Norway,parliament,1921-10-24
NOR,parliament,1924-10-21,Norway,parliament,1924-10-21
NOR,parliament,1927-10-17,Norway,parliament,1927-10-17
NOR,parliament,1930-10-20,Norway,parliament,1930-10-20
NOR,parliament,1933-10-16,Norway,parliament,1933-10-16
NOR,parliament,1936-10-19,Norway,parliament,1936-10-19
NOR,parliament,1945-10-08,Norway,parliament,1945-10-08
NOR,parliament,1949-10-10,Norway,parliament,1949-10-10
NOR,parliament,1953-10-12,Norway,parliament,1953-10-12
NOR,parliament,1957-10-07,Norway,parliament,1957-10-07
NOR,parliament,1961-09-11,Norway,parliament,1961-09-11
NOR,parliament,1965-09-12,Norway,parliament,1965-09-12
NOR,parliament,1969-09-07,Norway,parliament,1969-09-07
NOR,parliament,1973-09-09,Norway,parliament,1973-09-09
NOR,parliament,1977-09-11,Norway,parliament,1977-09-11
NOR,parliament,1981-09-14,Norway,parliament,1981-09-14
NOR,parliament,1985-09-08,Norway,parliament,1985-09-08
NOR,parliament,1989-09-11,Norway,parliament,1989-09-11
NOR,parliament,1993-09-13,Norway,parliament,1993-09-13
NOR,parliament,1997-09-16,Norway,parliament,1997-09-16
NOR,parliament,2001-09-10,Norway,parliament,2001-09-10
NOR,parliament,2005-09-12,Norway,parliament,2005-09-12
NOR,parliament,2009-09-14,Norway,parliament,2009-09-14
NOR,parliament,2013-09-09,Norway,parliament,2013-09-09
NOR,parliament,2017-09-11,Norway,parliament,2017-09-11
NZL,parliament,1902-11-25,New Zealand,parliament,1902-11-25
NZL,parliament,1905-12-06,New Zealand,parliament,1905-12-06
NZL,parliament,1908-12-01,New Zealand,parliament,1908-12-01
NZL,parliament,1911-12-19,New Zealand,parliament,1911-12-19
NZL,parliament,1914-12-11,New Zealand,parliament,1914-12-11
NZL,parliament,1919-12-17,New Zealand,parliament,1919-12-17
NZL,parliament,1922-12-07,New Zealand,parliament,1922-12-07
NZL,parliament,1925-11-04,New Zealand,parliament,1925-11-04
NZL,parliament,1928-11-14,New Zealand,parliament,1928-11-14
NZL,parliament,1931-12-02,New Zealand,parliament,1931-12-02
NZL,parliament,1935-11-27,New Zealand,parliament,1935-11-27
NZL,parliament,1938-10-15,New Zealand,parliament,1938-10-15
NZL,parliament,1943-09-25,New Zealand,parliament,1943-09-25
NZL,parliament,1946-11-27,New Zealand,parliament,1946-11-27
NZL,parliament,1949-11-30,New Zealand,parliament,1949-11-30
NZL,parliament,1951-09-01,New Zealand,parliament,1951-09-01
NZL,parliament,1954-11-13,New Zealand,parliament,1954-11-13
NZL,parliament,1957-11-30,New Zealand,parliament,1957-11-30
NZL,parliament,1960-11-26,New Zealand,parliament,1960-11-26
NZL,parliament,1963-11-30,New Zealand,parliament,1963-11-30
NZL,parliament,1966-11-26,New Zealand,parliament,1966-11-26
NZL,parliament,1969-11-29,New Zealand,parliament,1969-11-29
NZL,parliament,1972-11-25,New Zealand,parliament,1972-11-25
NZL,parliament,1975-11-29,New Zealand,parliament,1975-11-29
NZL,parliament,1978-11-25,New Zealand,parliament,1978-11-25
NZL,parliament,1981-11-28,New Zealand,parliament,1981-11-28
NZL,parliament,1984-07-14,New Zealand,parliament,1984-07-14
NZL,parliament,1987-08-15,New Zealand,parliament,1987-08-15
NZL,parliament,1990-10-27,New Zealand,parliament,1990-10-27
NZL,parliament,1993-11-06,New Zealand,parliament,1993-11-06
NZL,parliament,1996-10-12,New Zealand,parliament,1996-10-12
NZL,parliament,1999-11-27,New Zealand,parliament,1999-11-27
NZL,parliament,2002-07-27,New Zealand,parliament,2002-07-27
NZL,parliament,2005-09-17,New Zealand,parliament,2005-09-17
NZL,parliament,2008-11-08,New Zealand,parliament,2008-11-08
NZL,parliament,2011-11-26,New Zealand,parliament,2011-11-26
NZL,parliament,2014-09-20,New Zealand,parliament,2014-09-20
NZL,parliament,2017-09-23,New Zealand,parliament,2017-09-23
NZL,parliament,2020-10-17,New Zealand,parliament,2020-10-17
POL,ep,2004-06-13,Poland,ep,2004-06-13
POL,ep,2009-06-07,Poland,ep,2009-06-07
POL,ep,2014-05-25,Poland,ep,2014-05-25
POL,ep,2019-05-26,Poland,ep,2019-05-26
POL,parliament,1989-06-18,Poland,parliament,1989-06-18
POL,parliament,1991-10-27,Poland,parliament,1991-10-27
POL,parliament,1993-09-19,Poland,parliament,1993-09-19
POL,parliament,1997-09-21,Poland,parliament,1997-09-21
POL,parliament,2001-09-23,Poland,parliament,2001-09-23
POL,parliament,2005-09-25,Poland,parliament,2005-09-25
POL,parliament,2007-10-19,Poland,parliament,2007-10-19
POL,parliament,2011-10-09,Poland,parliament,2011-10-09
POL,parliament,2015-10-25,Poland,parliament,2015-10-25
POL,parliament,2019-10-13,Poland,parliament,2019-10-13
PRT,ep,1986-01-01,Portugal,ep,1986-01-01
PRT,ep,1987-07-19,Portugal,ep,1987-07-19
PRT,ep,1989-06-18,Portugal,ep,1989-06-18
PRT,ep,1994-06-12,Portugal,ep,1994-06-12
PRT,ep,1999-06-13,Portugal,ep,1999-06-13
PRT,ep,2004-06-13,Portugal,ep,2004-06-13
PRT,ep,2009-06-07,Portugal,ep,2009-06-07
PRT,ep,2014-05-25,Portugal,ep,2014-05-25
PRT,ep,2019-05-26,Portugal,ep,2019-05-26
PRT,parliament,1975-04-25,Portugal,parliament,1975-04-25
PRT,parliament,1976-04-25,Portugal,parliament,1976-04-25
PRT,parliament,1979-12-02,Portugal,parliament,1979-12-02
PRT,parliament,1980-10-05,Portugal,parliament,1980-10-05
PRT,parliament,1983-04-25,Portugal,parliament,1983-04-25
PRT,parliament,1985-10-06,Portugal,parliament,1985-10-06
PRT,parliament,1987-07-19,Portugal,parliament,1987-07-19
PRT,parliament,1991-10-06,Portugal,parliament,1991-10-06
PRT,parliament,1995-10-01,Portugal,parliament,1995-10-01
PRT,parliament,1999-10-10,Portugal,parliament,1999-10-10
PRT,parliament,2002-03-17,Portugal,parliament,2002-03-17
PRT,parliament,2005-02-20,Portugal,parliament,2005-02-20
PRT,parliament,2009-09-27,Portugal,parliament,2009-09-27
PRT,parliament,2011-06-05,Portugal,parliament,2011-06-05
PRT,parliament,2015-10-04,Portugal,parliament,2015-10-04
PRT,parliament,2019-10-06,Portugal,parliament,2019-10-06
ROU,ep,2007-01-01,Romania,ep,2007-01-01
ROU,ep,2007-11-25,Romania,ep,2007-11-25
ROU,ep,2009-06-07,Romania,ep,2009-06-07
ROU,ep,2014-05-25,Romania,ep,2014-05-25
ROU,ep,2019-05-26,Romania,ep,2019-05-26
ROU,parliament,1990-05-20,Romania,parliament,1990-05-20
ROU,parliament,1992-09-27,Romania,parliament,1992-09-27
ROU,parliament,1996-11-03,Romania,parliament,1996-11-03
ROU,parliament,2000-11-26,Romania,parliament,2000-11-26
ROU,parliament,2004-11-28,Romania,parliament,2004-11-28
ROU,parliament,2008-11-30,Romania,parliament,2008-11-30
ROU,parliament,2012-12-09,Romania,parliament,2012-12-09
ROU,parliament,2016-12-11,Romania,parliament,2016-12-11
ROU,parliament,2020-12-06,Romania,parliament,2020-12-06
SVK,ep,2004-06-13,Slovakia,ep,2004-06-13
SVK,ep,2009-06-07,Slovakia,ep,2009-06-07
SVK,ep,2014-05-25,Slovakia,ep,2014-05-25
SVK,ep,2019-05-25,Slovakia,ep,2019-05-25
SVK,parliament,1990-06-09,Slovakia,parliament,1990-06-09
SVK,parliament,1992-06-06,Slovakia,parliament,1992-06-06
SVK,parliament,1994-10-01,Slovakia,parliament,1994-10-01
SVK,parliament,1998-09-26,Slovakia,parliament,1998-09-26
SVK,parliament,2002-09-21,Slovakia,parliament,2002-09-21
SVK,parliament,2006-06-17,Slovakia,parliament,2006-06-17
SVK,parliament,2010-06-12,Slovakia,parliament,2010-06-12
SVK,parliament,2012-03-10,Slovakia,parliament,2012-03-10
SVK,parliament,2016-03-06,Slovakia,parliament,2016-03-06
SVK,parliament,2020-02-29,Slovakia,parliament,2020-02-29
SVN,ep,2004-06-13,Slovenia,ep,2004-06-13
SVN,ep,2009-06-07,Slovenia,ep,2009-06-07
SVN,ep,2014-05-25,Slovenia,ep,2014-05-25
SVN,ep,2019-05-26,Slovenia,ep,2019-05-26
SVN,parliament,1990-04-12,Slovenia,parliament,1990-04-12
SVN,parliament,1992-12-06,Slovenia,parliament,1992-12-06
SVN,parliament,1996-11-10,Slovenia,parliament,1996-11-10
SVN,parliament,2000-10-15,Slovenia,parliament,2000-10-15
SVN,parliament,2004-10-03,Slovenia,parliament,2004-10-03
SVN,parliament,2008-09-21,Slovenia,parliament,2008-09-21
SVN,parliament,2011-12-04,Slovenia,parliament,2011-12-04
SVN,parliament,2014-07-13,Slovenia,parliament,2014-07-13
SVN,parliament,2018-06-03,Slovenia,parliament,2018-06-03
SWE,ep,1995-01-01,Sweden,ep,1995-01-01
SWE,ep,1995-09-17,Sweden,ep,1995-09-17
SWE,ep,1999-06-13,Sweden,ep,1999-06-13
SWE,ep,2004-06-13,Sweden,ep,2004-06-13
SWE,ep,2009-06-07,Sweden,ep,2009-06-07
SWE,ep,2014-05-25,Sweden,ep,2014-05-25
SWE,ep,2019-05-26,Sweden,ep,2019-05-26
SWE,parliament,1911-09-24,Sweden,parliament,1911-09-24
SWE,parliament,1914-04-07,Sweden,parliament,1914-04-07
SWE,parliament,1914-09-13,Sweden,parliament,1914-09-13
SWE,parliament,1917-09-16,Sweden,parliament,1917-09-16
SWE,parliament,1920-09-17,Sweden,parliament,1920-09-17
SWE,parliament,1921-09-26,Sweden,parliament,1921-09-26
SWE,parliament,1924-09-21,Sweden,parliament,1924-09-21
SWE,parliament,1928-09-21,Sweden,parliament,1928-09-21
SWE,parliament,1932-09-18,Sweden,parliament,1932-09-18
SWE,parliament,1936-09-20,Sweden,parliament,1936-09-20
SWE,parliament,1940-09-15,Sweden,parliament,1940-09-15
SWE,parliament,1944-09-17,Sweden,parliament,1944-09-17
